respondent_id,Q1_age,Q2_region,Q3_education,Q4_occupation,Q5_income,Q7_monthly_investment,Q9_time_horizon,Q11_dropout,Q12_loss_reaction,Q13_loss_aversion,Q14_autonomy,Q15_influence,Q19_tax_importance,Q20_app_comfort,Q21_data_sharing,Q23_wtp,Q23_wtp_numeric,Q20_pct_invest,Q24_nps,Q25_adoption_5class,Q25_adoption_3class,Q25_adoption_score,Q9_risk_appetite,goal_retirement,goal_child_edu,goal_home,goal_emergency,goal_tax_saving,goal_wealth,goal_travel,goal_business,goal_debt,inv_fd,inv_mf,inv_equity,inv_ppf_epf,inv_nps,inv_gold,inv_realestate,inv_insurance,inv_crypto,inv_none,plat_zerodha,plat_groww,plat_etmoney,plat_paytmmoney,plat_bankapp,plat_indmoney,plat_kuvera,plat_excel,plat_advisor,plat_none,pain_no_start,pain_confusing,pain_no_time,pain_fear_loss,pain_high_min,pain_no_advice,pain_tax,pain_bad_app,pain_no_trust,switch_better_reco,switch_lower_fees,switch_simpler_ux,switch_more_products,switch_human_advisor,switch_security,switch_loyal,switch_no_platform,feat_goal_planning,feat_ai_reco,feat_tax_tool,feat_one_platform,feat_sip_auto,feat_networth,feat_rebalance,feat_baskets,feat_education,feat_human_advisor,feat_family,feat_insurance,trust_sebi,trust_security,trust_brand,trust_reviews,trust_fees,trust_trial,trust_media
R0052,35-44,Tier-2,Postgraduate,Homemaker,6-12L,1K-5K,7-15yr,Too complicated,Buy more,Lean A,DIY,Myself,4,4,Yes-if-regulated,>499,5,<5%,7,Definitely will use,Likely,25.84,Moderate,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0
R0053,55+,Metro,Professional,Self-employed,>50L,>50K,3-7yr,No value,Sell some,Definitely A,Follow trusted people,Friends/Colleagues,1,3,Yes-fully,>499,5,10-20%,9,Unlikely to use,Unlikely,19.87,Very Conservative,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
R0054,45-54,Rural,Postgraduate,Salaried-Govt,25-50L,5K-15K,3-7yr,No value,Hold,No preference,Full delegation,Parents,2,3,Basic only,>499,5,>30%,9,Definitely will not use,Unlikely,17.72,Aggressive,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0
R0055,35-44,Tier-3,Postgraduate,Student,25-50L,15K-50K,7-15yr,Never tried,Buy more,No preference,DIY,Friends/Colleagues,4,4,Yes-if-regulated,Free only,0,10-20%,8,Neutral,Neutral,22.47,Moderate,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
R0056,55+,Tier-2,Up to 12th,Salaried-Govt,3-6L,<1K,1-3yr,Too complicated,Hold,Definitely B,Family decides,Spouse/Partner,3,2,No-privacy,<499,4,20-30%,8,Definitely will not use,Unlikely,14.45,Aggressive,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
R0057,18-24,Tier-2,Professional,Salaried-Govt,6-12L,1K-5K,15+yr,No trust,Hold,Lean A,Guided,Bank Manager,5,4,Yes-if-regulated,<99,2,20-30%,7,Definitely will not use,Unlikely,16.43,Moderate,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
R0058,25-34,Tier-2,Up to 12th,Salaried-Govt,3-6L,1K-5K,3-7yr,Too complicated,Hold,Definitely B,Guided,Spouse/Partner,1,4,Yes-fully,>499,5,5-10%,10,Definitely will use,Likely,27.17,Moderate,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0
R0059,18-24,Tier-2,Professional,Student,12-25L,5K-15K,3-7yr,Never tried,Hold,Lean A,DIY,Parents,5,4,Yes-fully,<499,4,>30%,9,Likely to use,Likely,24.68,Moderate,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0
R0060,25-34,Tier-2,Doctorate,Student,12-25L,5K-15K,3-7yr,Use it still,Hold,Definitely B,Follow trusted people,Spouse/Partner,2,4,Basic only,>499,4,20-30%,10,Neutral,Unlikely,22.92,Moderate,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
R0061,25-34,Metro,Graduate,Salaried-Govt,12-25L,1K-5K,7-15yr,Never tried,Hold,Definitely B,Family decides,Parents,5,4,Yes-fully,<499,4,>30%,8,Neutral,Neutral,21.29,Aggressive,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
R0062,25-34,Tier-2,Graduate,Salaried-Private,3-6L,Nothing,3-7yr,Too complicated,Buy more,Lean A,Guided,Myself,4,4,Yes-if-regulated,<499,4,5-10%,10,Definitely will use,Likely,25.87,Moderate,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
R0063,45-54,Tier-3,Postgraduate,Salaried-Govt,>50L,>50K,1-3yr,Never tried,Sell some,No preference,DIY,Friends/Colleagues,4,3,Basic only,>499,5,10-20%,10,Unlikely to use,Unlikely,19.13,Conservative,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
R0064,25-34,Tier-2,Graduate,Self-employed,3-6L,<1K,3-7yr,Too complicated,Hold,Lean A,Family decides,Parents,3,3,Yes-if-regulated,<499,4,5-10%,7,Definitely will not use,Unlikely,17.1,Very Conservative,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
R0065,25-34,Metro,Professional,Salaried-Private,>50L,5K-15K,<1yr,Use it still,Check advisor,Definitely B,Guided,Finfluencer,5,5,Yes-fully,Free only,0,>30%,8,Likely to use,Likely,23.89,Very Aggressive,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
R0066,35-44,Tier-3,Up to 12th,Student,<3L,<1K,7-15yr,Use it still,Hold,Definitely B,Follow trusted people,Finfluencer,4,3,Yes-if-regulated,<299,3,5-10%,10,Definitely will not use,Unlikely,17.43,Aggressive,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
R0067,18-24,Metro,Graduate,Salaried-Govt,3-6L,1K-5K,3-7yr,Use it still,Sell some,Lean A,Guided,Myself,1,5,Yes-fully,<499,4,5-10%,10,Definitely will use,Likely,32.72,Moderate,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
R0068,45-54,Metro,Doctorate,Salaried-Private,12-25L,15K-50K,15+yr,Use it still,Hold,Lean B,DIY,Myself,5,4,Yes-if-regulated,<499,4,10-20%,10,Definitely will use,Likely,26.27,Moderate,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
R0069,18-24,Metro,Postgraduate,Salaried-Private,6-12L,1K-5K,<1yr,Too complicated,Hold,No preference,Family decides,Spouse/Partner,5,5,Yes-fully,>499,5,5-10%,10,Definitely will use,Likely,27.48,Aggressive,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
R0070,55+,Metro,Professional,Salaried-Private,12-25L,15K-50K,<1yr,Never tried,Sell some,Lean A,DIY,Myself,5,2,Yes-if-regulated,Maybe,1,10-20%,5,Neutral,Neutral,22.03,Very Conservative,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
R0071,35-44,Tier-3,Graduate,Homemaker,6-12L,15K-50K,15+yr,Never tried,Hold,No preference,Full delegation,Financial Advisor,4,4,Yes-if-regulated,<299,3,5-10%,10,Neutral,Neutral,22.5,Moderate,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
R0072,25-34,Tier-2,Postgraduate,Salaried-Private,6-12L,5K-15K,1-3yr,Too complicated,Sell some,No preference,Follow trusted people,Spouse/Partner,1,4,Yes-if-regulated,<299,3,10-20%,9,Neutral,Neutral,21.81,Conservative,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
R0073,18-24,Metro,Postgraduate,Salaried-Private,12-25L,5K-15K,<1yr,Bad support,Hold,No preference,DIY,Myself,5,5,Yes-if-regulated,>499,5,5-10%,10,Definitely will use,Likely,26.01,Moderate,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
R0074,45-54,Tier-3,Postgraduate,Salaried-Govt,25-50L,5K-15K,1-3yr,Too complicated,Sell some,No preference,Full delegation,Parents,4,3,Yes-if-regulated,>499,5,>30%,10,Definitely will use,Likely,28.7,Very Conservative,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
R0075,35-44,Tier-3,Postgraduate,Salaried-Private,25-50L,>50K,15+yr,No trust,Sell everything,Definitely B,Full delegation,Parents,5,5,Yes-fully,<499,4,20-30%,10,Unlikely to use,Unlikely,19.47,Moderate,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
R0076,35-44,Tier-3,Postgraduate,Salaried-Private,6-12L,1K-5K,15+yr,Bad support,Sell everything,Definitely A,Guided,Parents,3,3,Basic only,<499,4,20-30%,10,Neutral,Neutral,21.46,Very Conservative,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
R0077,35-44,Metro,Graduate,Salaried-Private,12-25L,1K-5K,3-7yr,No trust,Sell some,No preference,Full delegation,Financial Advisor,4,4,Yes-if-regulated,<299,3,>30%,10,Neutral,Neutral,21.17,Moderate,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
R0078,18-24,Tier-2,Graduate,Self-employed,6-12L,1K-5K,3-7yr,Tech issues,Buy more,No preference,DIY,Myself,5,4,Basic only,<99,2,5-10%,8,Definitely will not use,Unlikely,16.81,Aggressive,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
R0079,25-34,Rural,Postgraduate,Self-employed,6-12L,Nothing,7-15yr,No trust,Buy more,Definitely B,DIY,Myself,5,4,Yes-if-regulated,<499,4,5-10%,10,Likely to use,Likely,23.33,Aggressive,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
R0080,18-24,Tier-3,Graduate,Salaried-Govt,3-6L,15K-50K,15+yr,No value,Buy more,Definitely B,Follow trusted people,Friends/Colleagues,3,5,Yes-fully,<499,4,<5%,10,Likely to use,Likely,23.42,Moderate,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
R0081,45-54,Metro,Postgraduate,Salaried-Govt,12-25L,5K-15K,<1yr,Too complicated,Check advisor,Definitely A,DIY,Spouse/Partner,4,3,Yes-fully,<499,4,5-10%,8,Likely to use,Likely,23.56,Very Conservative,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
R0082,35-44,Metro,Graduate,Retired,3-6L,1K-5K,15+yr,Use it still,Sell everything,Definitely A,Guided,Financial Advisor,4,4,Basic only,Maybe,1,<5%,8,Definitely will not use,Unlikely,17.3,Very Conservative,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
R0083,25-34,Tier-2,Postgraduate,Salaried-Govt,6-12L,5K-15K,1-3yr,Tech issues,Hold,Lean B,Full delegation,Bank Manager,5,5,Yes-if-regulated,>499,5,5-10%,10,Likely to use,Likely,24.1,Moderate,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
R0084,18-24,Rural,Postgraduate,Salaried-Private,3-6L,<1K,3-7yr,Never tried,Check advisor,Lean B,Full delegation,Financial Advisor,4,4,Yes-if-regulated,<99,2,<5%,10,Neutral,Neutral,21.41,Aggressive,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
R0085,25-34,Tier-2,Graduate,Salaried-Private,12-25L,<1K,1-3yr,Bad support,Hold,Definitely B,Family decides,Parents,3,4,Yes-if-regulated,<99,2,<5%,10,Unlikely to use,Unlikely,18.21,Aggressive,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
R0086,25-34,Tier-2,Up to 12th,Salaried-Govt,6-12L,5K-15K,7-15yr,Never tried,Hold,Definitely A,Full delegation,Parents,1,3,Yes-if-regulated,<299,3,10-20%,7,Definitely will not use,Unlikely,16.99,Conservative,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
R0087,35-44,Metro,Graduate,Freelancer,>50L,>50K,7-15yr,Never tried,Buy more,Definitely B,Guided,Myself,4,4,Yes-if-regulated,<499,4,5-10%,10,Neutral,Neutral,21.98,Aggressive,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
R0088,35-44,Tier-2,Postgraduate,Salaried-Private,25-50L,5K-15K,7-15yr,No trust,Check advisor,Definitely A,Follow trusted people,Friends/Colleagues,3,4,Yes-fully,>499,5,10-20%,10,Likely to use,Likely,23.45,Moderate,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
R0089,45-54,Tier-3,Professional,Freelancer,3-6L,1K-5K,7-15yr,Use it still,Sell everything,Definitely A,Follow trusted people,Financial Advisor,2,3,Basic only,>499,5,<5%,7,Likely to use,Likely,23.76,Very Conservative,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
R0090,25-34,Tier-2,Up to 12th,Salaried-Private,12-25L,1K-5K,7-15yr,No trust,Hold,No preference,Full delegation,Friends/Colleagues,1,4,Basic only,<299,3,5-10%,9,Definitely will not use,Unlikely,14.91,Aggressive,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R0091,18-24,Tier-3,Postgraduate,Salaried-Govt,12-25L,1K-5K,7-15yr,Never tried,Hold,Definitely B,Guided,Myself,1,5,Yes-if-regulated,<299,3,10-20%,9,Definitely will use,Likely,25.77,Very Aggressive,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
R0092,35-44,Rural,Graduate,Freelancer,12-25L,1K-5K,3-7yr,Bad support,Sell everything,Definitely A,Full delegation,Financial Advisor,4,2,Yes-if-regulated,>499,5,20-30%,9,Likely to use,Likely,24.31,Conservative,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
R0093,35-44,Metro,Postgraduate,Salaried-Private,12-25L,5K-15K,7-15yr,Too complicated,Check advisor,No preference,Guided,Myself,4,5,Yes-if-regulated,<299,3,5-10%,10,Definitely will use,Likely,27.28,Moderate,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
R0094,35-44,Tier-2,Professional,Self-employed,>50L,>50K,1-3yr,Never tried,Hold,Lean B,DIY,Spouse/Partner,3,4,Yes-if-regulated,<99,2,10-20%,10,Neutral,Neutral,21.79,Moderate,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
R0095,35-44,Metro,Graduate,Salaried-Private,12-25L,15K-50K,7-15yr,Never tried,Sell some,Lean A,DIY,Myself,4,4,Basic only,>499,5,10-20%,10,Likely to use,Likely,25.15,Very Conservative,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
R0096,25-34,Tier-3,Graduate,Freelancer,25-50L,5K-15K,7-15yr,Too complicated,Buy more,Definitely B,Follow trusted people,Financial Advisor,5,4,Yes-fully,>499,5,>30%,10,Definitely will use,Likely,28.83,Very Aggressive,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
R0097,25-34,Tier-2,Up to 12th,Salaried-Private,<3L,<1K,7-15yr,Bad support,Hold,Lean B,Guided,Financial Advisor,3,4,Yes-fully,<99,2,5-10%,6,Likely to use,Likely,24.13,Aggressive,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0
R0098,25-34,Tier-2,Up to 12th,Student,<3L,<1K,7-15yr,Use it still,Check advisor,Definitely A,DIY,Myself,5,4,Yes-if-regulated,Free only,0,<5%,8,Definitely will not use,Unlikely,15.96,Moderate,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
R0099,18-24,Tier-3,Graduate,Salaried-Private,3-6L,<1K,1-3yr,Use it still,Check advisor,Lean B,Full delegation,Spouse/Partner,1,3,Yes-if-regulated,Maybe,1,5-10%,7,Unlikely to use,Unlikely,20.59,Aggressive,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
R0100,18-24,Tier-2,Up to 12th,Student,3-6L,Nothing,3-7yr,Bad support,Buy more,No preference,Family decides,Bank Manager,5,4,Yes-fully,<499,4,5-10%,9,Likely to use,Likely,24.02,Aggressive,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
R0101,18-24,Rural,Postgraduate,Salaried-Govt,12-25L,>50K,3-7yr,Tech issues,Check advisor,Definitely A,Follow trusted people,Finfluencer,3,4,Yes-if-regulated,<499,4,20-30%,10,Neutral,Neutral,22.7,Moderate,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
R0102,35-44,Tier-2,Graduate,Freelancer,>50L,>50K,15+yr,No trust,Sell everything,Lean A,Guided,Bank Manager,4,4,Basic only,>499,5,10-20%,10,Unlikely to use,Unlikely,20.55,Conservative,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
R0103,25-34,Metro,Postgraduate,Salaried-Private,6-12L,>50K,3-7yr,No trust,Sell everything,Definitely B,Guided,Spouse/Partner,4,4,Yes-if-regulated,<499,4,20-30%,10,Neutral,Neutral,22.83,Very Aggressive,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
R0104,25-34,Tier-2,Graduate,Homemaker,<3L,Nothing,7-15yr,Never tried,Hold,No preference,Family decides,Spouse/Partner,3,3,Yes-if-regulated,<499,4,10-20%,7,Definitely will not use,Unlikely,16.48,Very Aggressive,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
R0105,45-54,Tier-3,Graduate,Salaried-Private,25-50L,15K-50K,7-15yr,Use it still,Check advisor,Definitely A,Follow trusted people,Friends/Colleagues,5,3,Yes-if-regulated,>499,5,20-30%,8,Neutral,Neutral,21.28,Moderate,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
